"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key"
"CHEMBL211456";"EPHEDRINE";"(-)-EPHEDRINE|EPHEDRINE|EPHEDRINE, ANHYDROUS|EPHEDRINUM, ANHYDROUS|Ephedrine|L-EPHEDRINE|NSC-170951|NSC-8971|XENADRINE";"Small molecule";"4";"165.24";"15";"47";"1.33";"32.26";"2";"2";"0";"3";"Y";"0.71";"13.89";"9.52";"1.32";"-0.78";"1";"MOL";"0";"12";"2";"2";"0";"165.1154";"BASE";"C10H15NO";"CN[C@@H](C)[C@H](O)c1ccccc1";"KWGRBVOPPLSCSI-WPRPVWTQSA-N"
"CHEMBL245019";"MIZORIBINE";"BREDININ|MIZORIBINE|NSC-289637";"Small molecule";"3";"259.22";"34";"53";"-2.70";"151.06";"8";"5";"0";"3";"N";"0.40";"8.68";"2.77";"-2.03";"-2.05";"1";"MOL";"0";"18";"9";"6";"1";"259.0804";"NEUTRAL";"C9H13N3O6";"NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1O";"HZQDCMWJEBCWBR-UUOKFMHZSA-N"
"CHEMBL1709";"SERTRALINE HYDROCHLORIDE";"AREMIS|BESITRON|CP-51,974-1|CP-51974-1|LUSTRAL|NSC-746308|NSC-758948|SERTRALINE (AS HYDROCHLORIDE)|SERTRALINE HCL|SERTRALINE HYDROCHLORIDE|Zoloft";"Small molecule";"4";"342.70";"52";"140";"5.18";"12.03";"1";"1";"1";"2";"N";"0.81";"None";"9.56";"5.15";"3.02";"2";"MOL";"0";"20";"1";"1";"1";"305.0738";"BASE";"C17H18Cl3N";"CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21.Cl";"BLFQGGGGFNSJKA-XHXSRVRCSA-N"
"CHEMBL1482";"BETHANECHOL";"BETHANECHOL|Bethanechol";"Small molecule";"4";"161.22";"18";"45";"0.18";"52.32";"2";"1";"0";"3";"Y";"0.60";"None";"None";"-4.14";"-4.14";"0";"MOL";"0";"11";"4";"2";"0";"161.1285";"NEUTRAL";"C7H17N2O2+";"CC(C[N+](C)(C)C)OC(N)=O";"NZUPCNDJBJXXRF-UHFFFAOYSA-O"
"CHEMBL2104607";"NIKETHAMIDE";"CARDITONIC|Coramine|NICETHAMIDE|NIKETHAMIDE|NSC-130820|Nikethyl";"Small molecule";"4";"178.24";"6";"15";"1.56";"33.20";"2";"0";"0";"3";"Y";"0.70";"None";"3.61";"0.77";"0.77";"1";"MOL";"0";"13";"3";"0";"0";"178.1106";"NEUTRAL";"C10H14N2O";"CCN(CC)C(=O)c1cccnc1";"NCYVXEGFNDZQCU-UHFFFAOYSA-N"
"CHEMBL239800";"FENOBAM";"FENOBAM|MCN-3377-98";"Small molecule";"1";"266.69";"27";"98";"1.29";"73.80";"3";"2";"0";"1";"N";"0.80";"9.85";"1.28";"0.98";"0.98";"1";"MOL";"0";"18";"6";"2";"0";"266.0571";"NEUTRAL";"C11H11ClN4O2";"CN1CC(=O)N=C1NC(=O)Nc1cccc(Cl)c1";"DWPQODZAOSWNHB-UHFFFAOYSA-N"
"CHEMBL2105345";"PROPANIDID";"BAYER 1420|BAYER-1420|Epontol|FBA 1420|FBA-1420|PROPANIDID|TH-2180|WH 5668|WH-5668";"Small molecule";"4";"337.42";"8";"19";"2.44";"65.07";"5";"0";"0";"10";"N";"0.61";"None";"None";"2.15";"2.15";"1";"MOL";"0";"24";"6";"0";"0";"337.1889";"NEUTRAL";"C18H27NO5";"CCCOC(=O)Cc1ccc(OCC(=O)N(CC)CC)c(OC)c1";"KEJXLQUPYHWCNM-UHFFFAOYSA-N"
"CHEMBL1201147";"OCTOCRYLENE";"NSC-760433|OCTOCRILENE|OCTOCRYLENE";"Small molecule";"4";"361.49";"30";"51";"5.77";"50.09";"3";"0";"1";"9";"N";"0.32";"None";"None";"6.78";"6.78";"2";"MOL";"0";"27";"3";"0";"1";"361.2042";"None";"C24H27NO2";"CCCCC(CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1";"FMJSMJQBSVNSBF-UHFFFAOYSA-N"
"CHEMBL152067";"TALINOLOL";"TALINOLOL";"Small molecule";"1";"363.50";"22";"111";"3.27";"82.62";"4";"4";"0";"7";"N";"0.60";"13.83";"9.76";"2.80";"0.49";"1";"MOL";"0";"26";"6";"4";"0";"363.2522";"BASE";"C20H33N3O3";"CC(C)(C)NCC(O)COc1ccc(NC(=O)NC2CCCCC2)cc1";"MXFWWQICDIZSOA-UHFFFAOYSA-N"
"CHEMBL2368861";"BUPRENORPHINE HYDROCHLORIDE";"ANORFIN|BELBUCA|BUPREDERM|BUPRENORPHINE HCL|BUPRENORPHINE HYDROCHLORIDE|BUPRENORPHINE HYDROCHLORIDE CIII|BUPREX|Buprenex|CL 112,302|CL-112302|ESPRANOR|FINIBRON|GABUP|LEPETAN|M-6029|NATZON|NIH 8805|NIH-8805|NOPAN|PREFIBIN|PROBUPHINE|RX 6029-M HCL|RX-6029-M HCL|SCH-028444|Subutex|UM 952|UM-952|VETERGESIC";"Small molecule";"4";"504.11";"5";"8";"4.41";"62.16";"5";"2";"0";"4";"N";"0.69";"10.42";"9.63";"3.55";"1.61";"1";"MOL";"0";"34";"5";"2";"0";"467.3036";"BASE";"C29H42ClNO4";"CO[C@@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5.Cl";"UAIXRPCCYXNJMQ-HPRIMLMLSA-N"
"CHEMBL23261";"DARUSENTAN";"DARUSENTAN|Darusentan|HMR-4005|LU-135252";"Small molecule";"3";"410.43";"9";"21";"2.92";"100.00";"7";"1";"0";"9";"N";"0.57";"3.20";"0.83";"4.38";"0.94";"3";"MOL";"0";"30";"8";"1";"0";"410.1478";"ACID";"C22H22N2O6";"COc1cc(OC)nc(O[C@H](C(=O)O)C(OC)(c2ccccc2)c2ccccc2)n1";"FEJVSJIALLTFRP-LJQANCHMSA-N"
"CHEMBL1095777";"INDACATEROL";"INDACATEROL|INDACTEROL|ONBREZ|QAB-149|QAB149|QABI49";"Small molecule";"4";"392.50";"22";"1104";"3.15";"85.35";"4";"4";"0";"6";"N";"0.52";"8.51";"9.71";"3.26";"2.32";"3";"MOL";"0";"29";"5";"4";"0";"392.2100";"BASE";"C24H28N2O3";"CCc1cc2c(cc1CC)CC(NC[C@H](O)c1ccc(O)c3[nH]c(=O)ccc13)C2";"QZZUEBNBZAPZLX-QFIPXVFZSA-N"
"CHEMBL412262";"IBIPINABANT";"BMS-646256|IBIPINABANT|Ibipinabant|SLV-319|SLV319";"Small molecule";"2";"487.41";"10";"41";"4.76";"74.13";"3";"1";"0";"4";"N";"0.43";"13.56";"1.60";"5.16";"5.16";"3";"MOL";"0";"32";"6";"1";"0";"486.0684";"NEUTRAL";"C23H20Cl2N4O2S";"CN/C(=N\S(=O)(=O)c1ccc(Cl)cc1)N1C[C@H](c2ccccc2)C(c2ccc(Cl)cc2)=N1";"AXJQVVLKUYCICH-OAQYLSRUSA-N"
"CHEMBL469449";"L-FUCOSE";"(-)-FUCOSE|DEOXYGALACTOSE-CERECOR|FUCOSE|FUCOSE, L-|FUCOSE-CERECOR|L-(-)-FUCOSE|L-FUCOSE|L-Fucose|L-GALACTOMETHYLOSE|NSC-1219";"Small molecule";"1";"164.16";"9";"24";"-2.19";"90.15";"5";"4";"0";"0";"N";"0.33";"11.30";"None";"-1.89";"-1.89";"0";"MOL";"0";"11";"5";"4";"0";"164.0685";"NEUTRAL";"C6H12O5";"C[C@@H]1OC(O)[C@@H](O)[C@H](O)[C@@H]1O";"SHZGCJCMOBCMKK-DHVFOXMCSA-N"
"CHEMBL3828074";"ZIRITAXESTAT";"G-451990|G451990|GLPG-1690|GLPG1690|ZIRITAXESTAT|ZIRITAXESTATN";"Small molecule";"3";"588.71";"19";"86";"3.43";"104.24";"10";"1";"1";"7";"N";"0.35";"None";"7.85";"3.64";"3.07";"4";"MOL";"0";"42";"10";"1";"1";"588.2431";"NEUTRAL";"C30H33FN8O2S";"CCc1nc2c(C)cc(N3CCN(CC(=O)N4CC(O)C4)CC3)cn2c1N(C)c1nc(-c2ccc(F)cc2)c(C#N)s1";"REQQVBGILUTQNN-UHFFFAOYSA-N"
"CHEMBL1200714";"CHLORMEZANONE";"CHLORMETHAZANONE|CHLORMEZANONE|LYSEEN NEW|NSC-169108|Trancopal";"Small molecule";"4";"273.74";"18";"1519";"1.62";"54.45";"3";"0";"0";"1";"Y";"0.78";"None";"None";"0.92";"0.92";"1";"MOL";"0";"17";"4";"0";"0";"273.0226";"NEUTRAL";"C11H12ClNO3S";"CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)cc1";"WEQAYVWKMWHEJO-UHFFFAOYSA-N"
"CHEMBL304902";"CLOTHIAPINE";"CLOTHIAPINE|CLOTIAPINE|Clothiapine|ENTUMIN|HF-2159";"Small molecule";"4";"343.88";"25";"55";"4.13";"18.84";"4";"0";"0";"0";"N";"0.72";"None";"7.23";"4.15";"3.92";"2";"MOL";"0";"23";"3";"0";"0";"343.0910";"NEUTRAL";"C18H18ClN3S";"CN1CCN(C2=Nc3ccccc3Sc3ccc(Cl)cc32)CC1";"KAAZGXDPUNNEFN-UHFFFAOYSA-N"
"CHEMBL2106638";"LOFEPRAMINE HYDROCHLORIDE";"AMPLIT|FEPRAPAX|GAMANIL|LOFEPRAMINE HCL|LOFEPRAMINE HYDROCHLORIDE|LOMONT|WHR-2908A";"Small molecule";"4";"455.43";"2";"11";"5.78";"23.55";"3";"0";"1";"7";"N";"0.45";"None";"6.53";"6.11";"6.06";"3";"MOL";"0";"30";"3";"0";"1";"418.1812";"NEUTRAL";"C26H28Cl2N2O";"CN(CCCN1c2ccccc2CCc2ccccc21)CC(=O)c1ccc(Cl)cc1.Cl";"ZWZIQPOLMDPIQM-UHFFFAOYSA-N"
"CHEMBL304087";"MERIMEPODIB";"MERIMEPODIB|VI-21,497|VI-21497|VX-497";"Small molecule";"2";"452.47";"10";"25";"4.01";"123.95";"7";"3";"0";"7";"N";"0.49";"11.22";"0.57";"1.94";"1.94";"3";"MOL";"0";"33";"10";"3";"0";"452.1696";"NEUTRAL";"C23H24N4O6";"COc1cc(NC(=O)Nc2cccc(CNC(=O)O[C@H]3CCOC3)c2)ccc1-c1cnco1";"JBPUGFODGPKTDW-SFHVURJKSA-N"
"CHEMBL345237";"PICLOZOTAN";"PICLOZOTAN|Piclozotan|SUN-N-4057|SUN-N4057";"Small molecule";"2";"409.92";"3";"4";"4.52";"45.67";"4";"0";"0";"6";"N";"0.52";"None";"8.48";"3.75";"2.64";"2";"MOL";"0";"29";"5";"0";"0";"409.1557";"NEUTRAL";"C23H24ClN3O2";"O=C1c2ccccc2OC=C(Cl)N1CCCCN1CC=C(c2ccccn2)CC1";"URMTUEWUIGOJBW-UHFFFAOYSA-N"
"CHEMBL501174";"LYCOPENE";"(ALL-E)-LYCOPENE|(ALL-TRANS)-LYCOPENE|AEC LYCOPENE|ATERONON|BLAKESLEA TRISPORA|CI 75125|E-160D(III)|E160d|FEMA NO. 4110|INS NO.160D(III)|INS-160D(III)|LYCOPENE|LYCOPENE FROM BLAKESLEA TRISPORA|LYCOPENE PREPARATION|LYCORED|MEXORYL SAQ|NSC-407322|REDIVIVO|TOMAT-O-RED|TOMATO LYCOPENE";"Small molecule";"3";"536.89";"13";"46";"12.94";"0.00";"0";"0";"2";"16";"N";"0.14";"None";"None";"11.93";"11.93";"0";"MOL";"0";"40";"0";"0";"2";"536.4382";"None";"C40H56";"CC(C)=CCC/C(C)=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C=C(\C)CCC=C(C)C";"OAIJSZIZWZSQBC-GYZMGTAESA-N"
"CHEMBL1201006";"PYRILAMINE MALEATE";"ANTAMINE|ANTHISAN|DORANTAMIN|ENRUMAY|HISTALON|HISTAN|HISTAPYRAN|HISTATEX|MEPYRAMINE MALEATE|NEO-ANTERGAN|NSC-3604|PARAMINYL|PARMAL|PYRAMAL|PYRILAMINE MALEATE|STAMINE|STANGEN|THYLOGEN";"Small molecule";"4";"401.46";"24";"49";"2.66";"28.60";"4";"0";"0";"7";"N";"0.78";"None";"8.76";"3.04";"1.66";"2";"MOL";"0";"21";"4";"0";"0";"285.1841";"BASE";"C21H27N3O5";"COc1ccc(CN(CCN(C)C)c2ccccn2)cc1.O=C(O)/C=C\C(=O)O";"JXYWFNAQESKDNC-BTJKTKAUSA-N"
"CHEMBL313971";"ZUCAPSAICIN";"CIVAMIDE|ZUCAPSAICIN";"Small molecule";"3";"305.42";"28";"68";"3.79";"58.56";"3";"2";"0";"9";"N";"0.54";"9.93";"None";"3.75";"3.75";"1";"MOL";"0";"22";"4";"2";"0";"305.1991";"NEUTRAL";"C18H27NO3";"COc1cc(CNC(=O)CCCC/C=C\C(C)C)ccc1O";"YKPUWZUDDOIDPM-VURMDHGXSA-N"
"CHEMBL1822872";"BTZ-043";"BTZ-043|BTZ-10526043|BZT043";"Small molecule";"1";"431.39";"33";"135";"3.32";"94.80";"8";"0";"0";"2";"N";"0.53";"None";"None";"3.65";"3.65";"2";"MOL";"0";"29";"8";"0";"0";"431.0763";"NEUTRAL";"C17H16F3N3O5S";"C[C@H]1COC2(CCN(c3nc(=O)c4cc(C(F)(F)F)cc([N+](=O)[O-])c4s3)CC2)O1";"GTUIRORNXIOHQR-VIFPVBQESA-N"
"CHEMBL68055";"ACOLBIFENE";"ACOLBIFENE|Acolbifene|EM-652|SCH-57068|SCH57068";"Small molecule";"3";"457.57";"4";"16";"6.03";"62.16";"5";"2";"1";"6";"N";"0.47";"8.39";"8.87";"4.91";"4.43";"3";"MOL";"0";"34";"5";"2";"1";"457.2253";"BASE";"C29H31NO4";"CC1=C(c2ccc(O)cc2)[C@H](c2ccc(OCCN3CCCCC3)cc2)Oc2cc(O)ccc21";"DUYNJNWVGIWJRI-LJAQVGFWSA-N"
"CHEMBL1082723";"CIPARGAMIN";"CIPARGAMIN|KAE-609|KAE609|NITD-609|NITD609";"Small molecule";"2";"390.25";"90";"268";"4.34";"56.92";"2";"3";"0";"0";"N";"0.53";"12.26";"6.58";"4.17";"4.11";"3";"MOL";"0";"26";"4";"3";"0";"389.0498";"NEUTRAL";"C19H14Cl2FN3O";"C[C@H]1Cc2c([nH]c3cc(Cl)c(F)cc23)[C@@]2(N1)C(=O)Nc1ccc(Cl)cc12";"CKLPLPZSUQEDRT-WPCRTTGESA-N"
"CHEMBL11662";"OZAGREL";"KCT-0809|OZAGREL|OZAGREL SODIUM";"Small molecule";"3";"228.25";"15";"81";"2.03";"55.12";"3";"1";"0";"4";"N";"0.81";"3.98";"6.47";"1.16";"0.18";"2";"MOL";"0";"17";"4";"1";"0";"228.0899";"ACID";"C13H12N2O2";"O=C(O)/C=C/c1ccc(Cn2ccnc2)cc1";"SHZKQBHERIJWAO-AATRIKPKSA-N"
"CHEMBL56900";"LERISETRON";"LERISETRON";"Small molecule";"3";"292.39";"10";"21";"2.49";"33.09";"4";"1";"0";"3";"N";"0.80";"None";"8.82";"3.46";"2.03";"3";"MOL";"0";"22";"4";"1";"0";"292.1688";"BASE";"C18H20N4";"c1ccc(Cn2c(N3CCNCC3)nc3ccccc32)cc1";"PWWDCRQZITYKDV-UHFFFAOYSA-N"
"CHEMBL1761";"PROCYCLIDINE HYDROCHLORIDE";"ARPICOLIN|Kemadrin|MUSCINIL|NSC-757293|PROCYCLIDINE HCL|PROCYCLIDINE HYDROCHLORIDE|Procyclidine Hydrochloride";"Small molecule";"4";"323.91";"17";"41";"3.94";"23.47";"2";"1";"0";"5";"N";"0.89";"13.84";"9.45";"3.79";"1.75";"1";"MOL";"0";"21";"2";"1";"0";"287.2249";"BASE";"C19H30ClNO";"Cl.OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1";"ZFSPFXJSEHCTTR-UHFFFAOYSA-N"
"CHEMBL1201087";"CABERGOLINE";"CABASER|CABERGOLINE|Dostinex|FCE 21336|FCE-21336|VELACTIS";"Small molecule";"4";"451.62";"10";"60";"3.19";"71.68";"4";"2";"0";"8";"N";"0.60";"None";"9.32";"2.58";"-0.05";"2";"MOL";"0";"33";"7";"2";"0";"451.2947";"BASE";"C26H37N5O2";"C=CCN1C[C@H](C(=O)N(CCCN(C)C)C(=O)NCC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21";"KORNTPPJEAJQIU-KJXAQDMKSA-N"
"CHEMBL364804";"GW-406381";"GW 406381|GW-406381|GW406381";"Small molecule";"3";"393.47";"5";"9";"3.87";"73.56";"6";"0";"0";"5";"N";"0.51";"None";"0.47";"3.45";"3.45";"4";"MOL";"0";"28";"6";"0";"0";"393.1147";"NEUTRAL";"C21H19N3O3S";"CCOc1ccc(-c2nn3ncccc3c2-c2ccc(S(C)(=O)=O)cc2)cc1";"NXMZBNYLCVTRGB-UHFFFAOYSA-N"
"CHEMBL514446";"DEHYDROCHOLIC ACID";"DEHYDROCHOLIC ACID|Decholin|Dilabil|NSC-8796|Procholon";"Small molecule";"4";"402.53";"23";"33";"4.07";"88.51";"4";"1";"0";"4";"N";"0.77";"4.35";"None";"3.64";"0.71";"0";"MOL";"0";"29";"5";"1";"0";"402.2406";"ACID";"C24H34O5";"C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3C(=O)C[C@@H]4CC(=O)CC[C@]4(C)[C@H]3CC(=O)[C@@]21C";"OHXPGWPVLFPUSM-KLRNGDHRSA-N"
"CHEMBL312443";"GABOXADOL";"GABOXADOL|Gaboxadol|LU 02-030|LU-02-030|LU-02030|MK-0928|NSC-759585";"Small molecule";"3";"140.14";"27";"60";"0.03";"58.29";"4";"2";"0";"0";"N";"0.53";"7.06";"4.99";"0.15";"-1.83";"1";"MOL";"0";"10";"4";"2";"0";"140.0586";"NEUTRAL";"C6H8N2O2";"Oc1noc2c1CCNC2";"ZXRVKCBLGJOCEE-UHFFFAOYSA-N"
"CHEMBL1463345";"CANRENONE";"CANRENONE|NSC-261713|SC-9376|SPIRONOLACTONE METABOLITE M1|SPIRONOLACTONE RELATED COMPOUND A";"Small molecule";"4";"340.46";"16";"41";"4.37";"43.37";"3";"0";"0";"0";"N";"0.62";"None";"None";"3.60";"3.60";"0";"MOL";"0";"25";"3";"0";"0";"340.2038";"NEUTRAL";"C22H28O3";"C[C@]12CC[C@H]3[C@@H](C=CC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@]21CCC(=O)O1";"UJVLDDZCTMKXJK-WNHSNXHDSA-N"
"CHEMBL1322218";"PROCATEROL HYDROCHLORIDE";"CI-888|PROCATEROL HYDROCHLORIDE|Pro-Air";"Small molecule";"3";"326.82";"20";"23";"2.04";"85.35";"4";"4";"0";"5";"N";"0.68";"8.52";"9.88";"0.88";"-0.08";"2";"MOL";"0";"21";"5";"4";"0";"290.1630";"BASE";"C16H23ClN2O3";"CCC(NC(C)C)C(O)c1ccc(O)c2nc(O)ccc12.Cl";"AEQDBKHAAWUCMT-UHFFFAOYSA-N"
"CHEMBL3187683";"ARUNDIC ACID";"ARUNDIC ACID|MK-0724|MK0724|ONO-2506PO";"Small molecule";"2";"186.29";"1";"4";"3.46";"37.30";"1";"1";"0";"8";"N";"0.59";"5.24";"None";"4.13";"1.98";"0";"MOL";"0";"13";"2";"1";"0";"186.1620";"ACID";"C11H22O2";"CCCCCC[C@@H](CCC)C(=O)O";"YCYMCMYLORLIJX-SNVBAGLBSA-N"
"CHEMBL1644695";"SODIUM IODIDE";"FDY-5301|IODIDE (AS SODIUM IODIDE)|NSC-77388|SODIUM IODIDE";"Small molecule";"4";"149.89";"7";"66";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"1";"None";"None";"None";"None";"149.8942";"None";"INa";"[I-].[Na+]";"FVAUCKIRQBBSSJ-UHFFFAOYSA-M"
"CHEMBL1702";"ATOMOXETINE HYDROCHLORIDE";"ATOMOXETINE (AS HYDROCHLORIDE)|ATOMOXETINE HCL|ATOMOXETINE HYDROCHLORIDE|LY-139603|NSC-759104|Strattera|TOMOXETINE|TOMOXETINE HYDROCHLORIDE";"Small molecule";"4";"291.82";"22";"45";"3.72";"21.26";"2";"1";"0";"6";"N";"0.85";"None";"9.80";"3.81";"1.46";"2";"MOL";"0";"19";"2";"1";"0";"255.1623";"BASE";"C17H22ClNO";"CNCC[C@@H](Oc1ccccc1C)c1ccccc1.Cl";"LUCXVPAZUDVVBT-UNTBIKODSA-N"
"CHEMBL639";"AZELASTINE";"AZELASTINE|Azelastine|NSC-758971";"Small molecule";"4";"381.91";"34";"127";"4.30";"38.13";"4";"0";"0";"3";"N";"0.68";"None";"8.88";"4.04";"2.55";"3";"MOL";"0";"27";"4";"0";"0";"381.1608";"BASE";"C22H24ClN3O";"CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1";"MBUVEWMHONZEQD-UHFFFAOYSA-N"
"CHEMBL445472";"16.ALPHA.-BROMOEPIANDROSTERONE";"16.ALPHA.-BROMOEPIANDROSTERONE|HE-2000|HE2000";"Small molecule";"1";"369.34";"6";"13";"4.33";"37.30";"2";"1";"0";"0";"N";"0.65";"None";"None";"4.44";"4.44";"0";"MOL";"0";"22";"2";"1";"0";"368.1351";"NEUTRAL";"C19H29BrO2";"C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@@H](O)CC[C@@]43C)[C@@H]1C[C@@H](Br)C2=O";"CWVMWSZEMZOUPC-JUAXIXHSSA-N"
"CHEMBL1200479";"DICYCLOMINE HYDROCHLORIDE";"BENTYL PRESERVATIVE FREE|BENTYLOL|Bentyl|DICYCLOMINE HCL|DICYCLOMINE HYDROCHLORIDE|DICYCLOMINE HYDROCHLORIDE (PRESERVATIVE FREE)|DICYCLOMINE HYDROCHLORIDE (PRESERVATIVE-FREE)|DICYCLOVERINE HYDROCHLORIDE|KOLANTYL HYDROCHLORIDE|MERBENTYL|MERBENTYL 20|NSC-404381|WYOVIN";"Small molecule";"4";"345.96";"27";"55";"4.40";"29.54";"3";"0";"0";"7";"N";"0.65";"None";"8.96";"4.93";"3.36";"0";"MOL";"0";"22";"3";"0";"0";"309.2668";"BASE";"C19H36ClNO2";"CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1.Cl";"GUBNMFJOJGDCEL-UHFFFAOYSA-N"
"CHEMBL1477274";"MEPTAZINOL HYDROCHLORIDE";"IL 22811 HCL|IL-22811 HCL|MEPTAZINOL HCL|MEPTAZINOL HYDROCHLORIDE|MEPTID|WY 22811 HCL|WY-22811|WY-22811 HCL";"Small molecule";"4";"269.82";"5";"11";"3.16";"23.47";"2";"1";"0";"2";"N";"0.85";"10.23";"9.16";"3.07";"1.55";"1";"MOL";"0";"17";"2";"1";"0";"233.1780";"BASE";"C15H24ClNO";"CCC1(c2cccc(O)c2)CCCCN(C)C1.Cl";"MPJUSISYVXABBH-UHFFFAOYSA-N"
"CHEMBL1201295";"BITOLTEROL";"BITOLTEROL|Bitolterol";"Small molecule";"4";"461.56";"5";"37";"5.16";"84.86";"6";"2";"1";"7";"N";"0.37";"14.00";"9.59";"6.30";"4.15";"3";"MOL";"0";"34";"6";"2";"1";"461.2202";"BASE";"C28H31NO5";"Cc1ccc(C(=O)Oc2ccc(C(O)CNC(C)(C)C)cc2OC(=O)c2ccc(C)cc2)cc1";"FZGVEKPRDOIXJY-UHFFFAOYSA-N"
"CHEMBL827";"DEXMETHYLPHENIDATE";"DEXMETHYLPHENIDATE|Dexmethylphenidate|METHYLPHENIDATE D-THREO-FORM";"Small molecule";"4";"233.31";"11";"25";"2.09";"38.33";"3";"1";"0";"3";"Y";"0.81";"None";"9.09";"2.25";"0.57";"1";"MOL";"0";"17";"3";"1";"0";"233.1416";"BASE";"C14H19NO2";"COC(=O)[C@H](c1ccccc1)[C@H]1CCCCN1";"DUGOZIWVEXMGBE-CHWSQXEVSA-N"
"CHEMBL142652";"PICEID";"(E)-Piceid|(E)-Polydatin|PICEID|POLYDATIN|RESVERATROL 3-.BETA.-MONO-D-GLUCOSIDE|TRANS-POLYDATIN|Trans-Piceid";"Small molecule";"2";"390.39";"96";"142";"0.45";"139.84";"8";"6";"1";"5";"N";"0.40";"8.60";"None";"1.13";"1.11";"2";"MOL";"0";"28";"8";"6";"1";"390.1315";"NEUTRAL";"C20H22O8";"OC[C@H]1O[C@@H](Oc2cc(O)cc(/C=C/c3ccc(O)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O";"HSTZMXCBWJGKHG-CUYWLFDKSA-N"
"CHEMBL16080";"TRICHLOROETHANE";".ALPHA.-TRICHLOROETHANE|1,1,1-TCE|1,1,1-Trichloro-Ethane|1,1,1-Trichloroethane|ALPHA-T|CHLOROTHENE|CLEANITE|GENKLENE LB|NSC-9367|RCRA-U226|SOLVENT 111|TRICHLOROETHANE|TRICHLOROETHANE (MIXED ISOMERS)|TRICHLOROETHANES|UN-2831";"Small molecule";"4";"133.41";"7";"17";"2.38";"0.00";"0";"0";"0";"0";"Y";"0.45";"None";"None";"2.08";"2.08";"0";"MOL";"0";"5";"0";"0";"0";"131.9300";"None";"C2H3Cl3";"CC(Cl)(Cl)Cl";"UOCLXMDMGBRAIB-UHFFFAOYSA-N"
"CHEMBL123558";"AZIMILIDE";"AZIMILIDE";"Small molecule";"3";"457.96";"9";"54";"3.23";"72.60";"6";"0";"0";"8";"N";"0.35";"11.95";"8.30";"2.59";"1.64";"2";"MOL";"0";"32";"8";"0";"0";"457.1881";"NEUTRAL";"C23H28ClN5O3";"CN1CCN(CCCCN2C(=O)CN(/N=C/c3ccc(-c4ccc(Cl)cc4)o3)C2=O)CC1";"MREBEPTUUMTTIA-PCLIKHOPSA-N"
"CHEMBL43128";"PRIMAQUINE PHOSPHATE";"MALQUINE|NSC-149765|PRIMACHINE PHOSPHATE|PRIMAQUINE DIPHOSPHATE|PRIMAQUINE PHOSPHATE|PRIMAQUINI DIPHOSPHAS|Primaquine|Primaquine Phosphate|WR 2975";"Small molecule";"4";"455.34";"38";"98";"2.78";"60.17";"4";"2";"0";"6";"N";"0.84";"None";"10.20";"1.64";"-0.96";"2";"MOL";"0";"19";"4";"3";"0";"259.1685";"BASE";"C15H27N3O9P2";"COc1cc(NC(C)CCCN)c2ncccc2c1.O=P(O)(O)O.O=P(O)(O)O";"GJOHLWZHWQUKAU-UHFFFAOYSA-N"
"CHEMBL1200532";"METHDILAZINE HYDROCHLORIDE";"METHDILAZINE HCL|METHDILAZINE HYDROCHLORIDE|NSC-169091|Tacaryl";"Small molecule";"4";"332.90";"63";"66";"4.24";"6.48";"3";"0";"0";"2";"N";"0.82";"None";"8.81";"3.94";"2.52";"2";"MOL";"0";"21";"2";"0";"0";"296.1347";"BASE";"C18H21ClN2S";"CN1CCC(CN2c3ccccc3Sc3ccccc32)C1.Cl";"IEISBKIVLDXSMZ-UHFFFAOYSA-N"
